price,number_of_rooms,size_of_the_apartment,floor_number,address,description
230.0,1,31.0,3,Poznań Piątkowo Winogrady Sołacz Jeżyce Centrum ul. Batorego - Polecam!!!, trzecie
625.0,3,76.63,2,Poznań Jeżyce Strzeszyn ul. Literacka, drugie piÄ™tro 
459.0,4,96.0,3,Poznań Rataje, trzecie
319.0,3,57.0,1,Poznań Naramowice Winogrady Piątkowo ul. Naramowice Blok Z 2010r. + Garaż,
339.0,2,40.0,1,Poznań Stare Miasto ul. Szewska,
215.0,2,44.45,3,Poznań Dębiec ul. Żurawinowa, trzecie
599.99,3,89.0,1,Poznań Naramowice ul. Błażeja,
239.0,2,57.0,14,Poznań Rataje ul. Os. Orła Białego 57M2,
199.0,1,36.7,1,Poznań Strzeszyn ul. Biskupińska,
167.99900000000002,1,37.0,1,Poznań Wilda ul. Chłapowskiego Mdm,
170.0,1,26.0,1,Poznań Osiedle Warszawskie ul. Warszawska,
231.0,2,42.0,1,Poznań ul. Umultowska,
176.0,2,38.0,5,Poznań Grunwald Raszyn Kopernika ul. Pogodna,
279.0,3,47.6,1,Poznań Winogrady ul. Os. Przyjaźni,
339.0,3,61.0,4,Poznań Jeżyce ul. Centrum Ul.Poznańska,
218.46599999999998,2,36.11,3,Poznań Winogrady ul. Hawelańska, trzecie
355.0,2,48.0,1,Poznań Piątkowo,
240.498,1,38.79,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
329.0,2,50.5,1,Poznań Ogrody,
320.0,3,65.0,2,Poznań Winogrady Piątkowo Os.B.Chrobrego ul. Os.B.Chrobrego, drugie piÄ™tro 
312.35400000000004,2,49.58,4,Poznań Piątkowo ul. Kurpińskiego,
203.0,2,37.0,3,Poznań ul. Sokoła, trzecie
165.0,1,30.0,1,Poznań Sołacz Winogrady Jeżyce Ogrody Centrum Na ul. Maczka - Niski Blok Polecam!!!,
215.0,2,43.0,1,Poznań Grunwald ul. Bułgarska/ Ognik,
315.0,3,63.0,3,Poznań Piątkowo ul. Osiedla Stefana Batorego Piątkowo, trzecie
289.20099999999996,2,47.41,2,Poznań Jeżyce ul. Polna 28, drugie piÄ™tro 
296.7,3,56.0,4,Poznań Łazarz ul. Hetmańska,
750.0,5,131.2,3,Poznań Jeżyce ul. Reja, trzecie
215.0,2,38.0,1,Poznań Piątkowo ul. Os. Kosmonautów,
310.0,3,48.48,1,Poznań Naramowice ul. Bratumiły,
278.0,3,60.0,2,Poznań Rataje Centrum Jeżyce Łazarz Wilda ul. Falista, drugie piÄ™tro 
214.0,2,38.0,1,Poznań Winogrady Piątkowo Winiary Naramowice Soł ul. Przyjaźni,
302.42400000000004,1,31.21,1,Poznań Stare Miasto ul. Dominikańska,
272.92400000000004,2,44.02,2,Poznań Piątkowo ul. Kurpińskiego, drugie piÄ™tro 
405.0,4,78.5,1,Poznań Łazarz,
158.0,1,35.0,1,Poznań Zawady ul. Chlebowa,
305.0,4,70.0,3,Poznań ul. 28 Czerwca 1956 R., trzecie
339.0,2,40.0,1,Poznań Stare Miasto ul. Szewska,
400.0,2,50.0,3,Poznań, trzecie
235.0,2,49.0,5,Poznań ul. Os. Orła Białego,
215.0,1,33.0,1,Poznań Centrum Wilda Garbary ul. Rybaki,
198.0,2,39.1,11,Poznań Winogrady ul. Os.Przyjaźni,
158.0,1,32.0,1,Poznań Wilda Centrum Łazarz Grunwald Rataje Dębi ul. Robocza - Polecam!!!,
305.0,2,54.0,1,Poznań Naramowice ul. Błażeja,
264.0,3,47.0,3,Poznań Rataje ul. Os. Armii Krajowej, trzecie
319.9,3,78.0,1,Poznań ul. Os. Czecha,
249.0,2,49.0,3,Poznań Nowe Miasto ul. Os. Orła Białego, trzecie
289.0,3,58.0,1,Poznań ul. Urbanowska,
329.0,3,75.0,5,Poznań Stare Miasto Piątkowo ul. Bolesława Śmiałego,
179.0,1,33.8,3,Poznań ul. Głogowska, trzecie
229.0,2,41.0,2,Poznań Grunwald, drugie piÄ™tro 
371.0,3,46.5,2,Poznań Łazarz ul. Grottgera, drugie piÄ™tro 
534.42,5,89.07,2,Poznań Poznań-Grunwald ul. Bosa, drugie piÄ™tro 
29979.84,2,54.4,4,Poznań Winogrady ul. Wilczak 20,
419.0,3,90.0,1,Poznań Rataje ul. Orła Białego,
68.0,1,33.1,1,Poznań Naramowice ul. Naramowicka,
239.0,2,42.0,1,Poznań Stare Miasto ul. Winogrady,
266.858,2,44.7,5,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak,
465.0,4,78.2,1,Poznań Podolany ul. Strzeszyńska,
245.0,2,46.0,2,Poznań Podolany Piątkowo Morasko Suchy Las ul. Nowe Budownictwo Na Podolanach, drugie piÄ™tro 
199.0,1,36.0,1,Poznań Jeżyce ul. Biskupińska,
340.0,3,67.0,8,Poznań Piątkowo,
155.0,1,31.0,2,Poznań Grunwald/Łazarz ul. Mottego, drugie piÄ™tro 
250.0,2,50.0,1,Poznań ul. Kredyt Na Własne M,
400.0,3,69.0,4,Poznań Nowe Miasto ul. Rusa,
399.9,4,99.0,1,Poznań ul. Gustawa Potworowskiego,
160.0,1,28.0,2,Poznań, drugie piÄ™tro 
215.0,1,33.0,1,Poznań Stare Miasto ul. Centrum,
286.0,1,39.0,1,Poznań Jeżyce ul. Zwierzyniecka Gajowa,
255.0,2,42.0,3,Poznań Wilda Stare Miasto Grunwald ul. 28 Czerwca 1956 R., trzecie
384.395,3,64.13,2,Poznań Winogrady, drugie piÄ™tro 
295.0,2,57.0,3,Poznań Centrum ul. Rybaki, trzecie
312.0,3,65.0,4,Poznań Winogrady Piatkowo Sołacz Naramowice ul. Zwycięstwa,
240.0,2,57.2,14,Poznań Rataje,
219.676,2,37.81,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
578.0,3,104.59,2,Poznań Wilda ul. Górna Wilda, drugie piÄ™tro 
180.0,1,38.0,2,Poznań Łazarz Grunwald Centrum ul. Łukaszewicza, drugie piÄ™tro 
160.0,1,28.9,1,Poznań Grunwald ul. Józefa Łukaszewicza,
220.0,2,37.5,7,Poznań Górczyn Grunwald ul. Hetmańska,
270.0,3,46.0,8,Poznań Jeżyce Ogrody Grunwald Wola ul. Engestroma,
408.45599999999996,3,65.88,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
388.62,3,61.2,2,Poznań Jeżyce ul. Botaniczna, drugie piÄ™tro 
334.92800000000005,3,55.36,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
265.0,3,71.0,9,Poznań Rataje Śródka Wilda Łazarz Centrum Zawady ul. Orła Białego - Polecam!!!,
279.0,3,56.0,1,Poznań Rataje Nowe Miasto ul. Os. Czecha,
190.0,2,38.0,2,Poznań Stare Miasto Winogrady ul. Os. Pod Lipami, drugie piÄ™tro 
318.743,2,50.45,8,Poznań Winogrady ul. Hawelańska,
531.438,3,77.02,7,Poznań Jeżyce ul. Botaniczna,
270.0,2,46.66,1,Poznań Rataje ul. Rzeczypospolitej,
215.0,2,46.0,1,Poznań Łazarz ul. Lodowa/Załęże,
262.528,2,44.8,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
290.0,3,46.0,8,Poznań Jeżyce,
329.0,2,45.6,1,Poznań Stare Miasto Święty Marcin ul. Św. Marcin,
490.0,2,51.0,1,Poznań Winogrady ul. Naramowicka/Serbska,
205.0,2,38.0,1,Poznań Grunwald Raszyn ul. Raszyńska,
195.0,1,32.16,2,Poznań Grunwald ul. Przepiorcza, drugie piÄ™tro 
722.0,4,91.0,4,Poznań Winogrady ul. Serbska Naramowicka Winogrady,
315.0,2,58.07,3,Poznań Stare Miasto Centrum ul. Głogowska, trzecie
219.0,2,38.8,1,Poznań Smochowice ul. Łebska,
339.9,2,48.0,1,Poznań Rataje ul. Lwa,
290.0,3,47.2,1,Poznań Rataje,
300.759,2,50.8,3,Poznań Grunwald ul. Kamiennogórska, trzecie
369.0,2,50.0,2,Poznań Naramowice Piątkowo Morasko ul. Błażeja, drugie piÄ™tro 
225.0,3,44.0,2,Poznań Grunwald, drugie piÄ™tro 
278.964,2,44.28,6,Poznań Winogrady ul. Hawelańska,
300.0,2,60.0,3,Poznań Centrum Stare Miasto Śródmieście Jeżyce ul. Rejon Ronda Kaponiera, trzecie
104.0,2,53.0,3,Poznań Koziegłowy ul. Os. Leśne, trzecie
241.74,2,49.86,4,Poznań ul. Grudzińskiego 7 Swarzędz,
237.0,2,37.0,1,Poznań Grunwald ul. Bukowskiej A Bługarskiej,
320.0,4,75.0,1,Poznań Plewiska Grunwald Junikowo ul. Grunwaldzka Mdm,
440.0,3,75.8,1,Poznań Stare Miasto Naramowice ul. Naramowicka,
279.0,3,78.0,3,Poznań Grunwald ul. Niecała, trzecie
239.0,2,41.6,1,Poznań Centrum,
259.0,2,49.0,1,Poznań Rataje Nowe Miasto Śródka Chartowo St ul. Czecha,
344.0,3,62.0,1,Poznań Wilda,
246.0,2,37.0,10,Poznań ul. Turkusowa,
731.445,4,106.53,4,Poznań Poznań-Wilda ul. Św. Czesława,
385.0,3,51.0,1,Poznań Wilda Wilda ul. Saperska,
249.99900000000002,2,49.0,4,Poznań Rataje ul. Os. Armii Krajowej,
319.0,2,46.0,1,Poznań Rataje ul. Bliźniąt,
260.0,3,56.0,10,Poznań Grunwald ul. Galileusza,
325.0,3,63.3,1,Poznań Piątkowo ul. Os. Bolesława Chrobrego,
399.0,3,73.9,4,Poznań Rataje,
285.0,3,66.3,1,Poznań Grunwald ul. Chociszewskiego Jarochowskiego Arena,
335.01099999999997,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,
219.0,2,45.5,2,Poznań Naramowice, drugie piÄ™tro 
289.0,4,74.0,1,Poznań ul. Rokietnica,
250.56,2,52.2,1,Poznań Swarzędz Zalasewo ul. Zalasewo Mieszkanie Dla Młodych,
349.74199999999996,3,56.41,5,Poznań Winogrady ul. Hawelańska,
383.14300000000003,2,64.67,1,Poznań Piątkowo ul. Kurpińskiego,
281.84,2,43.36,9,Poznań Piątkowo ul. Kurpińskiego,
293.156,2,49.27,2,Poznań ul. Karpia 25, drugie piÄ™tro 
283.0,3,64.0,10,Poznań Rataje ul. Os. Rusa,
366.63199999999995,2,58.53,7,Poznań Winogrady ul. Hawelańska,
295.0,3,64.73,4,Poznań Wilda ul. Św. Jerzego,
239.0,2,39.0,3,Poznań Sołacz ul. Wojska Polskiego, trzecie
349.18800000000005,3,55.87,4,Poznań Winogrady ul. Hawelańska,
295.91200000000003,2,47.3,2,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak, drugie piÄ™tro 
339.7,2,43.44,6,Poznań Stare Miasto ul. Garbary,
475.0,5,110.0,1,Poznań Jeżyce ul. Owidiusza,
351.0,5,84.5,1,Poznań ul. Swarzędz / Rabowice,
339.0,2,40.0,1,Poznań Stare Miasto ul. Centrum,
338.921,4,56.02,7,Poznań Winogrady ul. Hawelańska,
220.0,2,38.4,7,Poznań Winiary Bonin ul. Bonin,
697.6,5,112.53,4,Poznań Wilda Centrum Stare Miasto ul. Stary Browar Okolice Dwupoziomowe,
211.2,1,33.0,3,Poznań Poznań-Grunwald ul. Bosa, trzecie
288.89099999999996,3,78.1,3,Poznań Jeżyce Grunwald Łazarz, trzecie
235.0,2,45.0,3,Poznań Jeżyce ul. Szamarzewskiego, trzecie
227.343,2,46.9,3,Poznań Łazarz ul. Chociszewskiego, trzecie
255.824,2,43.36,1,Poznań Grunwald ul. Barwicka 14,
299.0,3,63.5,2,Poznań Jeżyce Ogrody ul. Kadłubka Galla Długosza Jackowskiego, drugie piÄ™tro 
305.0,2,58.0,1,Poznań Podolany ul. Omańkowska,
149.0,2,51.0,1,Poznań Jeżyce ul. Okazja Ok. Dąbrowskiego/ Rynek Jeżycki,
409.0,4,109.0,3,Poznań Jeżyce ul. Poznańska, trzecie
245.0,2,42.08,2,Poznań ul. Dolina, drugie piÄ™tro 
345.0,3,60.0,4,Poznań Grunwald ul. Rycerska Grochowska,
235.0,2,50.2,2,Poznań Jeżyce ul. Bukowska, drugie piÄ™tro 
285.0,3,56.0,1,Poznań Nowe Miasto Rataje ul. Osiedle Czecha,
330.0,3,65.6,2,Poznań Stare Miasto Centrum Jeżyce ul. Kościuszki, drugie piÄ™tro 
280.0,3,48.0,1,Poznań Winogrady Piątkowo Naramowice ul. Pod Lipami,
420.0,3,83.0,1,Poznań Wilda Łazarz Centrum ul. Rolna Ul.,
259.0,2,49.0,1,Poznań Rataje,
349.74199999999996,3,56.41,4,Poznań Winogrady ul. Hawelańska,
227.128,2,39.16,5,Poznań Wilda ul. Rolna 37 I 39,
209.0,1,28.0,5,Poznań Centrum Jeżyce Łazarz Grunwald Wilda Rata ul. Garbary - Nowe Polecam!!!,
199.0,2,35.38,1,Poznań Jeżyce ul. Wawrzyniaka,
274.9,2,49.5,11,Poznań Piątkowo,
299.0,3,47.31,4,Poznań Wilda,
346.944,2,59.6,3,Poznań Grunwald ul. Kamiennogórska, trzecie
238.78400000000002,2,42.64,1,Poznań Wilda ul. Rolna 37 I 39,
230.0,2,49.0,7,Poznań Rataje Centrum ul. Os. Piastowskie,
267.565,2,45.35,2,Poznań ul. Karpia 25, drugie piÄ™tro 
300.762,2,48.51,1,Poznań Winogrady ul. Hawelańska,
335.606,3,54.13,7,Poznań Piątkowo ul. Kurpińskiego,
352.691,3,59.53,1,Poznań Piątkowo ul. Kurpińskiego,
429.458,3,77.97,3,Poznań Malta, trzecie
149.0,1,20.0,5,Poznań Ogrody,
280.0,6,81.0,1,Poznań Poznań ul. Leszka,
329.0,4,59.0,1,Poznań ul. Św. Jerzego,
410.341,2,53.78,4,Poznań ul. Droga Dębińska 19,
221.25599999999997,2,39.51,1,Poznań Wilda ul. Rolna 37 I 39,
270.0,3,64.3,10,Poznań Nowe Miasto Rataje ul. Os. Orła Białego,
160.0,1,29.0,1,Poznań Łazarz,
188.5,1,29.0,1,Poznań Poznań-Grunwald ul. Jana Matejki,
290.0,2,44.6,1,Poznań Wilda ul. 28 Czerwca 1956 R.,
225.0,2,46.7,3,Poznań Grunwald Łazarz ul. Mottego, trzecie
223.453,2,38.46,1,Poznań Nowe Miasto ul. Smolna 13 D,
219.918,2,36.35,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
354.0,3,73.0,1,Poznań Grunwald ul. Grunwaldzka,
150.52,1,28.4,1,Poznań Rataje ul. Bnińska,
330.0,4,64.9,4,Poznań Winogrady ul. Osiedle Wichrowe Wzgórze,
217.7,4,73.03,1,Poznań Kórnik ul. 0 Prowizji Dla Kupującego,
335.0,3,70.6,11,Poznań Piątkowo ul. Os. Chrobrego,
259.0,1,34.0,1,Poznań Naramowice ul. Błazeja,
30542.88,1,31.52,1,Poznań Stare Miasto ul. Dominikańska,
265.0,2,50.0,1,Poznań Os. Kopernika ul. Keplera,
180.0,1,36.4,1,Poznań Poznań-Jeżyce ul. Sokoła,
360.0,3,109.5,4,Poznań Jeżyce Centrum ul. Jackowskiego Szamarzewskiego,
268.0,3,49.0,7,Poznań Grunwald ul. Kordeckiego,
320.0,3,64.0,1,Poznań Piątkowo Wiogrady Sołacz ul. Batorego,
450.0,4,89.0,3,Poznań Winogrady ul. Czapla, trzecie
349.0,4,65.0,4,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Wichrowe Wzgórze,
335.606,3,54.13,5,Poznań Piątkowo ul. Kurpińskiego,
1000.0,6,124.3,1,Poznań Stare Miasto Centrum Jeżyce ul. Dąbrowskiego,
316.994,3,54.56,5,Poznań Nowe Miasto ul. Smolna 13 D,
460.0,2,79.0,4,Poznań Centrum ul. Piekary Ogrodowa Ataner,
189.0,2,33.0,2,Poznań Wierzbięcice, drugie piÄ™tro 
350.0,3,77.25,4,Poznań Rataje Starołęka ul. Os. Armii Krajowej,
289.0,3,53.0,4,Poznań Grunwald ul. Kuźnicza Palacza Niezależny Układ,
359.9,4,66.0,1,Poznań Łazarz ul. Dmowskiego,
330.0,4,85.0,3,Poznań Grunwald Łazarz ul. Głogowska, trzecie
499.0,4,113.0,2,Poznań Centrum Sołacz Jeżyce Grunwald, drugie piÄ™tro 
183.06099999999998,1,30.01,2,Poznań ul. Karpia 25, drugie piÄ™tro 
266.57,2,46.83,1,Poznań Naramowice ul. Błażeja,
274.9,2,49.0,11,Poznań Piątkowo ul. Os. J Iii Sobieskiego,
329.0,3,75.0,1,Poznań Stare Miasto ul. Mieszkanie Z Klimatem,
274.683,2,48.19,1,Poznań ul. Karpia 25,
180.0,1,28.0,1,Poznań Sołacz Piątkowo Winogrady ul. Kosmonautów Os.,
390.0,3,81.9,4,Poznań Wilda ul. Umińskiego,
525.0,4,92.5,1,Poznań Poznań-Grunwald ul. Jana Matejki,
890.0,4,104.0,1,Poznań Jeżyce ul. Nagórskiego,
128.0,1,14.37,1,Poznań Centrum ul. Okolice Starego Rynku,
220.0,2,38.0,3,Poznań Grunwald, trzecie
270.0,3,58.0,2,Poznań ul. Dolina, drugie piÄ™tro 
275.0,2,50.0,14,Poznań Nowe Miasto Rataje ul. Os. Powstań Narodowych,
340.464,3,55.36,4,Poznań Winogrady ul. Hawelańska,
497.58,4,82.93,1,Poznań Poznań-Grunwald ul. Bosa,
331.0,4,70.4,4,Poznań Piątkowo ul. Os. Śmiałego,
250.0,2,49.29,3,Poznań Grunwald, trzecie
364.0,2,52.0,2,Poznań Centrum ul. Wszystkich Świętych, drugie piÄ™tro 
426.93199999999996,4,68.86,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
345.0,4,85.0,1,Poznań Łazarz Grunwald Jeżyce ul. Jarochowskiego,
452.847,2,65.63,1,Poznań Stare Miasto ul. Śródka Ostrówek,
472.61800000000005,3,70.54,6,Poznań Jeżyce ul. Botaniczna,
338.921,4,56.02,1,Poznań Winogrady ul. Hawelańska,
300.0,3,64.3,1,Poznań Grunwald,
354.413,3,60.07,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
399.0,3,55.0,2,Poznań Winogrady ul. Piątkowska, drugie piÄ™tro 
268.5,3,53.0,4,Poznań Winogrady ul. Os. Przyjaźni,
345.0,2,69.0,3,Poznań Centrum Stare Miasto ul. Za Groblą Grobla, trzecie
335.0,4,64.0,1,Poznań Nowe Miasto Chartowo ul. Bliźniąt,
279.0,4,64.9,4,Poznań Winogrady ul. Os. Kosmonautów,
311.36,3,55.6,3,Poznań Rataje ul. Bnińska, trzecie
235.0,2,42.0,4,Poznań Grunwald Górczyn Kopernika Newtona ul. Newtona,
470.0,4,69.0,3,Poznań Naramowice ul. Karpia, trzecie
249.875,2,40.63,3,Poznań Winogrady ul. Hawelańska, trzecie
429.0,3,74.0,3,Poznań Grunwald, trzecie
162.5,1,25.0,1,Poznań-Grunwald Grunwald,
205.0,2,48.0,1,Poznań Łazarz ul. Marcelego Mottego,
275.397,3,44.78,3,Poznań Winogrady ul. Hawelańska, trzecie
380.0,2,55.0,3,Poznań Grunwald Jeżyce Ogrody ul. Bukowska Przybyszewskiego, trzecie
289.0,3,48.0,1,Poznań Rataje ul. Os.Armiii Krajowej,
600.0,3,74.0,1,Poznań Rataje ul. Szczytnicka,
299.0,3,57.17,1,Poznań Winogrady ul. Hawelańska,
315.0,2,48.0,1,Poznań Nowe Miasto ul. Folwarczna,
700.0,2,36.02,3,Poznań Podolany ul. Strzeszyńska, trzecie
175.0,1,33.0,5,Poznań Poznań ul. Sikorskiego,
250.0,2,54.0,3,Poznań Grunwald Łazarz ul. Klaudyny Potockiej, trzecie
356.14099999999996,2,60.22,3,Poznań Centrum ul. Wierzbowa 5, trzecie
250.0,2,49.29,3,Poznań Grunwald ul. Chociszewskiego, trzecie
370.0,4,73.7,1,Poznań Grunwald ul. Pogorzelska,
229.0,2,44.0,4,Poznań Dębiec ul. Czechosłowacka,
245.0,3,52.0,3,Poznań Grunwald ul. Pogodna/Oddzielne Pokoje, trzecie
339.0,3,58.0,1,Poznań Jeżyce ul. Strzeszyńska,
356.019,3,57.33,6,Poznań Winogrady ul. Hawelańska,
285.0,3,53.0,1,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Zwycięstwa,
399.9,4,100.0,1,Poznań Grunwald/Łazarz ul. Potworowskiego,
299.052,3,43.0,1,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska,
154.0,1,25.7,3,Poznań Grunwald Łazarz, trzecie
220.0,2,47.0,7,Poznań Dębina ul. Dębina,
338.0,3,73.0,1,Poznań Stary Rynek Centrum Stare Miasto ul. Rybaki,
320.77099999999996,3,53.02,1,Poznań Winogrady ul. Hawelańska,
399.0,3,67.8,1,Poznań Świerczewo,
264.0,3,71.0,8,Poznań Rataje Nowe Miasto ul. Orła Białego,
520.0,5,137.06,2,Poznań ul. Pl. Bernardyński, drugie piÄ™tro 
281.865,3,49.45,1,Poznań Wilda ul. Rolna 37 I 39,
333.0,3,64.0,2,Poznań Stare Miasto Piatkowo Centrum ul. Osiedle Bolesława Śmiałego, drugie piÄ™tro 
309.0,2,58.5,2,Poznań Wilda ul. Madalińskiego, drugie piÄ™tro 
302.5,2,55.0,3,Poznań Górczyn Łazarz Grunwald Centrum ul. Górki, trzecie
300.0,2,53.56,4,Poznań Stare Miasto Centrum,
210.0,1,32.0,4,Poznań ul. Św. Wawrzyńca,
245.0,3,48.3,3,Poznań Grunwald ul. Bułgarska, trzecie
250.0,2,44.0,4,Poznań Jeżyce,
214.7,2,37.0,1,Poznań Nowe Miasto ul. Łęczycka,
220.0,2,47.0,7,Poznań Wilda Dębiec ul. Rejon Łozowej,
399.0,3,86.0,1,Poznań Stary Rynek ul. Wielka,
285.0,1,34.0,2,Poznań Łazarz ul. Grottgera 15/20, drugie piÄ™tro 
403.97900000000004,4,70.4,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
484.13199999999995,4,77.96,6,Poznań Winogrady ul. Hawelańska,
260.0,2,46.0,1,Poznań Piątkowo ul. Hulewiczów,
310.401,3,52.03,1,Poznań Winogrady ul. Hawelańska,
175.0,1,31.0,10,Poznań Poznań-Grunwald ul. Galileusza,
275.0,3,53.0,4,Poznań Winogrady Stare Miasto ul. Os. Przyjaźni,
418.0,3,78.0,2,Poznań Jeżyce ul. Bukowska, drugie piÄ™tro 
265.0,2,45.0,4,Poznań Sołacz Jeżyce Centrum ul. Wojska Polskiego,
328.94300000000004,2,46.33,1,Poznań Stare Miasto ul. Śródka Ostrówek,
227.896,2,37.36,5,Poznań Wilda ul. Rolna 37 I 39,
214.0,2,38.0,1,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Przyjaźni,
279.0,3,45.5,1,Poznań Grunwald ul. Poranek,
310.20799999999997,2,48.47,6,Poznań Piątkowo ul. Kurpińskiego,
215.0,2,38.0,1,Poznań Winogrady Piątkowo ul. Os. Kosmonautów,
330.0,3,57.0,8,Poznań Jeżyce,
439.0,3,77.0,1,Poznań Szczepankowo ul. Agrestowa Jagodowa Szczepankowo,
460.0,2,51.4,3,Poznań Polanka ul. Katowicka, trzecie
1100.0,3,257.0,1,Poznań Jeżyce ul. Reja,
420.0,2,57.5,2,Poznań Nowe Miasto ul. Milczańska, drugie piÄ™tro 
346.5,3,66.0,1,Poznań Rataje ul. Bnińska,
410.0,3,84.0,3,Poznań Wilda, trzecie
105.0,1,20.0,4,Poznań Centrum ul. Pl. Bernardyński,
190.0,2,37.5,1,Poznań Grunwald Plewiska ul. Szałwiowa,
289.0,2,56.0,2,Poznań Centrum, drugie piÄ™tro 
310.0,2,70.2,3,Poznań Jeżyce Grunwald Łazarz ul. Reja, trzecie
465.0,3,80.0,3,Poznań Piątkowo, trzecie
395.0,2,54.0,5,Poznań Stare Miasto Centrum ul. Ks.Mieszka I Ul.,
804.1,2,73.1,1,Poznań Łazarz Grunwald ul. Wojskowa,
264.6,2,44.7,3,Poznań Grunwald ul. Bosa, trzecie
240.0,2,40.0,5,Poznań Wilda Łazarz Centrum ul. Jerzego Św.,
499.0,4,112.0,1,Poznań Winogrady ul. Pasieka,
220.0,2,37.0,3,Poznań Grunwald Centrum ul. Bukowska, trzecie
243.0,2,38.0,2,Poznań Winogrady ul. Os. Przyjaźni, drugie piÄ™tro 
254.0,2,44.0,2,Poznań Grunwald, drugie piÄ™tro 
365.0,4,71.3,4,Poznań Rataje ul. Os. Czecha,
236.61900000000003,1,38.79,1,Poznań Piątkowo ul. Kurpińskiego,
229.0,2,41.0,4,Poznań Centrum ul. Młyńska,
433.851,3,71.25,4,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
259.0,2,47.0,14,Poznań Piątkowo Winogrady Sołacz ul. Chrobrego Os.,
337.608,3,52.0,2,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska, drugie piÄ™tro 
872.1,4,103.0,1,Poznań Stare Miasto Centrum Wilda ul. Maratońska Łęgi Dębińskie,
259.0,3,53.0,3,Poznań Winiary Winogrady Sołacz ul. Michałowska Szydłowska Piątkowska, trzecie
390.0,3,76.0,2,Poznań Łazarz Wilda Jeżyce Centrum ul. Keliera Ul., drugie piÄ™tro 
240.0,2,49.0,5,Poznań Rataje ul. Unii Lubelskiej,
239.0,3,52.8,3,Poznań ul. Os. Przyjaźni, trzecie
410.0,3,90.43,1,Poznań Jeżyce ul. Wzlotowa,
419.0,4,80.0,1,Poznań Piątkowo ul. Os. Stefana Batorego,
1300.0,3,130.0,2,Poznań Centrum Rataje ul. Mostowa Falowiec Wstęga Warty, drugie piÄ™tro 
259.0,2,49.0,8,Poznań Piątkowo ul. Oś.Bolesława Śmiałego,
473.333,4,81.92,1,Poznań Grunwald ul. Kamiennogórska,
312.442,3,51.22,7,Poznań Winogrady ul. Lechicka Okolice,
305.0,3,65.0,3,Poznań Stare Miasto ul. Os. Kosmonautów, trzecie
260.0,3,60.0,4,Poznań Poznań-Grunwald,
444.0,4,104.03,1,Poznań Wilda ul. Żupańskiego,
499.0,4,74.0,2,Poznań Strzeszyn, drugie piÄ™tro 
530.0,3,96.6,2,Poznań ul. Limanowskiego, drugie piÄ™tro 
460.0,3,66.09,5,Poznań Wilda ul. Pamiątkowa,
210.0,3,56.5,1,Poznań Głuszyna,
300.0,3,70.0,1,Poznań Rataje ul. Małachowskiego Tomickiego Śródka,
194.0,1,36.1,1,Poznań Grunwald Łazarz ul. Parkowa,
400.0,4,100.0,1,Poznań Jeżyce Centrum ul. Dąbrowskiego Polna,
185.0,2,34.0,1,Poznań ul. Wołkowyska,
202.283,2,33.38,5,Poznań Nowe Miasto ul. Smolna 13 D,
250.0,2,40.0,11,Poznań Centrum,
295.0,3,64.73,4,Poznań Wilda ul. Świętego Jerzego 28 Czerwca Wierzbięcice,
215.0,1,34.4,4,Poznań Winogrady ul. Wilczak Wysoki Standard 2006r Winda,
539.0,3,70.0,1,Poznań Nowe Miasto ul. Wilczak,
351.0,3,62.0,1,Poznań-Grunwald,
265.0,1,34.0,3,Poznań Piekary ul. Piekary, trzecie
399.0,3,80.0,1,Poznań Piatkowo Winogrady Naramowice Sołacz Wini ul. Stefana Batorego,
210.0,2,49.65,1,Poznań Grunwald ul. Plewiska,
414.0,3,74.0,10,Poznań Grunwald Górczyn,
430.0,3,86.5,1,Poznań Poznań-Wilda ul. Wierzbięcice,
433.84,3,63.8,3,Poznań Nowe Miasto ul. Mogileńska, trzecie
334.06800000000004,3,54.32,5,Poznań Winogrady ul. Hawelańska,
409.5,2,55.0,1,Poznań Grunwald ul. Stary Grunwald,
560.0,3,68.0,5,Poznań Centrum ul. Kazimierza Wielkiego Galileo,
240.0,2,46.0,1,Poznań Stare Miasto ul. Plewiska,
265.0,3,52.8,1,Poznań Winogrady ul. Wichrowe Wzgóze,
